"AOSNUMBER","City","County","State","Agency","Type of LEA","Summary","Type of Juris","Technology","Vendor","Link 1","Link 1 Snapshot","Link 1 Source","Link 1 Type","Link 1 Date","Link 2","Link 2 Snapshot","Link 2 Source","Link 2 Type","Link 2 Date","Link 3","Link 3 Snapshot","Link 3 Source","Link 3 Type","Link 3 Date"
"AOS3513","Tallahassee","Leon County","FL","Florida Lottery Division of Security","State Police","The Florida Lottery Division of Security is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","State","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3514","Tallahassee","Leon County","FL","Florida State Fire Marshal's Office","State Police","The Florida State Fire Marshal's Office is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","State","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3515","Fort Myers","Lee County","FL","Fort Myers Police Department","Police","The Fort Myers Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3516","Fort Walton Beach","Okaloosa County","FL","Fort Walton Beach Police Department","Police","The Fort Walton Beach Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3517","Fruitland Park","Lake County","FL","Fruitland Park Police Department","Police","The Fruitland Park Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3518","Fort Lauderdale","Broward County","FL","Fort Lauderdale Police Department","Police","The Fort Lauderdale Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3519","Fort Pierce","St. Lucie County","FL","Fort Pierce Police Department","Police","The Fort Pierce Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3520","Gainesville","Alachua County","FL","Gainesville Police Department","Police","The Gainesville Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3521","Moore Haven","Glades County","FL","Glades County Sheriff's Office","Sheriff","The Glades County Sheriff's Office is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","County","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3522","Greenacres","Palm Beach County","FL","Greenacres Department of Public Safety","Police","The Greenacres Department of Public Safety is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3523","Gretna","Gadsden County","FL","Gretna Police Department","Police","The Gretna Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3524","Groveland","Lake County","FL","Groveland Police Department","Police","The Groveland Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3525","Gulf Breeze","Santa Rosa County","FL","Gulf Breeze Police Department","Police","The Gulf Breeze Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3526","Gulfport","Pinellas County","FL","Gulfport Police Department","Police","The Gulfport Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3527","Haines City","Polk County","FL","Haines City Police Department","Police","The Haines City Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3528","Hallandale Beach","Broward County","FL","Hallandale Beach Police Department","Police","The Hallandale Beach Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3529","Wauchula","Hardee County","FL","Hardee County Sheriff's Office","Sheriff","The Hardee County Sheriff's Office is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","County","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3530","LaBelle","Hendry County","FL","Hendry County Sheriff's Office","Sheriff","The Hendry County Sheriff's Office is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","County","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3531","Brooksville","Hernando County","FL","Hernando County Sheriff's Office","Sheriff","The Hernando County Sheriff's Office is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","County","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3532","Hialeah","Miami-Dade County","FL","Hialeah Police Department","Police","The Hialeah Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3533","Sebring","Highlands County","FL","Highlands County Sheriff's Office","Sheriff","The Highlands County Sheriff's Office is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","County","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3534","Tampa","Hillsborough County","FL","Hillsborough County Sheriff's Office","Sheriff","The Hillsborough County Sheriff's Office is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","County","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3535","Hollywood","Broward County","FL","Hollywood Police Department","Police","The Hollywood Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3536","Holmes Beach","Manatee County","FL","Holmes Beach Police Department","Police","The Holmes Beach Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3537","Bonifay","Holmes County","FL","Holmes County Sheriff's Office","Sheriff","The Holmes County Sheriff's Office is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","County","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3538","Homestead","Miami-Dade County","FL","Homestead Police Department","Police","The Homestead Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3539","Indialantic","Brevard County","FL","Indialantic Police Department","Police","The Indialantic Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3540","Indian Harbour Beach","Brevard County","FL","Indian Harbour Beach Police Department","Police","The Indian Harbour Beach Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3541","Vera Beach","Indian River County","FL","Indian River County Sheriff's Office","Sheriff","The Indian River County Sheriff's Office is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","County","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3542","Indian River Shores","Indian River County","FL","Indian River Shores Public Safety Department","Police","The Indian River Shores Public Safety Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3543","Marianna","Jackson County","FL","Jackson County Sheriff's Office","Sheriff","The Jackson County Sheriff's Office is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","County","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3544","Jacksonville Beach","Duval County","FL","Jacksonville Beach Police Department","Police","The Jacksonville Beach Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3545","Jacksonville","Duval County","FL","Florida Department of Law Enforcement - Jacksonville Regional Operations Center","Police","The Florida Department of Law Enforcement- Jacksonville Regional Operations Center is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","State","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
